H,S,V,R,G,B,bias,label
88.0,168.0,144.0,39.0,121.0,168.0,1.0,2.0
81.0,152.0,127.0,41.0,119.0,152.0,1.0,2.0
73.0,150.5,121.0,41.0,131.0,150.5,1.0,2.0
78.0,150.0,123.5,41.0,123.0,150.0,1.0,2.0
72.0,145.0,118.0,41.0,129.0,145.0,1.0,2.0
74.0,157.0,128.0,40.0,135.0,157.0,1.0,2.0
78.0,146.0,119.5,41.0,120.0,146.0,1.0,2.0
74.0,149.0,122.0,41.0,127.0,149.0,1.0,2.0
79.0,149.0,122.0,42.0,120.0,149.0,1.0,2.0
87.0,147.0,123.0,42.0,104.0,147.0,1.0,2.0
83.5,153.0,129.0,40.0,116.0,153.0,1.0,2.0
77.0,152.0,125.0,41.0,127.0,152.0,1.0,2.0
79.0,144.0,122.0,41.0,115.0,144.0,1.0,2.0
81.0,148.0,123.0,41.0,116.0,148.0,1.0,2.0
83.0,149.0,125.0,41.0,113.0,149.0,1.0,2.0
84.0,153.0,130.0,40.0,115.0,153.0,1.0,2.0
80.0,144.0,123.0,40.0,116.0,144.0,1.0,2.0
79.0,147.0,122.0,41.0,117.0,147.0,1.0,2.0
84.0,150.0,127.0,41.0,113.0,150.0,1.0,2.0
79.0,154.0,129.0,40.0,125.0,154.0,1.0,2.0
85.0,158.0,133.0,40.0,119.0,158.0,1.0,2.0
76.0,146.0,120.0,41.0,123.0,146.0,1.0,2.0
77.0,146.0,121.0,41.0,122.0,146.0,1.0,2.0
81.0,151.0,137.0,36.0,119.0,151.0,1.0,2.0
83.0,151.0,128.0,40.0,116.0,151.0,1.0,2.0
74.0,151.0,126.0,40.0,130.0,151.0,1.0,2.0
76.0,152.0,126.0,40.0,128.0,152.0,1.0,2.0
80.0,150.0,122.5,42.0,120.0,150.0,1.0,2.0
77.0,145.0,113.5,44.0,119.0,145.0,1.0,2.0
72.0,133.0,107.0,43.0,116.0,133.0,1.0,2.0
74.5,132.0,109.0,42.0,109.0,132.0,1.0,2.0
74.0,135.0,114.0,40.0,115.0,135.0,1.0,2.0
65.0,135.0,109.0,41.0,131.0,135.0,1.0,2.0
65.0,120.0,100.0,41.0,117.0,120.0,1.0,2.0
67.0,132.0,108.0,41.0,127.0,132.0,1.0,2.0
85.0,154.0,134.0,38.0,115.0,154.0,1.0,2.0
86.0,153.0,128.0,41.0,112.0,153.0,1.0,2.0
89.0,151.0,131.0,39.0,105.0,151.0,1.0,2.0
85.0,152.0,127.0,41.0,112.0,152.0,1.0,2.0
89.0,158.0,133.0,40.0,112.0,158.0,1.0,2.0
77.0,152.0,122.0,42.0,126.0,152.0,1.0,2.0
91.0,165.0,148.0,37.5,116.0,166.0,1.0,2.0
83.0,152.0,123.0,43.0,115.0,152.0,1.0,2.0
86.0,157.5,133.0,40.0,116.0,157.5,1.0,2.0
69.0,138.0,106.0,44.0,127.0,138.0,1.0,2.0
80.0,134.0,112.0,42.0,102.0,134.0,1.0,2.0
76.0,139.0,113.0,42.0,114.0,139.0,1.0,2.0
73.0,140.0,109.0,44.0,122.0,140.0,1.0,2.0
78.0,147.0,116.0,44.0,119.0,147.0,1.0,2.0
76.0,141.0,116.0,41.0,117.0,141.0,1.0,2.0
72.0,149.0,114.0,43.0,132.0,149.0,1.0,2.0
73.0,134.0,107.0,43.0,116.0,134.0,1.0,2.0
76.0,142.0,115.5,42.0,120.0,142.0,1.0,2.0
70.0,142.0,112.0,43.0,128.0,142.0,1.0,2.0
83.0,154.0,128.0,41.0,118.0,154.0,1.0,2.0
82.0,150.0,125.0,41.0,117.0,150.0,1.0,2.0
77.0,147.0,120.0,41.0,121.0,147.0,1.0,2.0
84.0,155.0,131.0,40.0,117.0,155.0,1.0,2.0
72.0,147.0,120.0,41.0,129.0,147.0,1.0,2.0
76.0,151.0,124.0,41.0,127.0,151.0,1.0,2.0
75.0,149.0,119.0,42.0,127.0,149.0,1.0,2.0
85.0,151.0,127.0,41.0,111.0,151.0,1.0,2.0
70.0,147.0,124.0,39.0,135.0,147.0,1.0,2.0
79.0,143.0,119.0,41.0,114.0,143.0,1.0,2.0
76.0,145.0,120.0,41.0,121.0,145.0,1.0,2.0
75.0,144.0,120.0,40.0,123.0,144.0,1.0,2.0
74.0,134.0,124.0,35.0,116.0,135.0,1.0,2.0
77.0,148.0,123.0,41.0,123.0,148.0,1.0,2.0
84.5,147.0,127.0,39.0,109.0,147.0,1.0,2.0
78.0,144.0,120.0,41.0,117.0,144.0,1.0,2.0
71.0,131.5,112.0,40.0,117.0,131.5,1.0,2.0
80.0,142.0,120.0,40.0,112.0,142.0,1.0,2.0
81.0,155.0,130.0,40.0,122.0,155.0,1.0,2.0
89.0,159.0,134.0,41.0,113.0,159.0,1.0,2.0
88.0,148.0,124.0,42.0,105.0,148.0,1.0,2.0
80.0,147.0,123.0,41.0,116.0,147.0,1.0,2.0
83.0,146.0,122.0,42.0,111.0,146.0,1.0,2.0
93.0,162.0,138.0,40.0,109.0,162.0,1.0,2.0
86.0,155.0,132.0,40.0,113.0,155.0,1.0,2.0
82.0,154.0,127.0,41.0,120.0,154.0,1.0,2.0
80.0,150.0,124.0,41.0,119.0,150.0,1.0,2.0
85.0,152.0,129.0,41.0,113.0,152.0,1.0,2.0
82.0,148.0,121.0,42.0,114.0,148.0,1.0,2.0
78.0,150.0,119.0,42.0,122.0,150.0,1.0,2.0
85.0,152.0,125.0,42.0,112.0,152.0,1.0,2.0
79.0,150.0,123.0,41.0,120.0,150.0,1.0,2.0
90.0,150.0,127.0,41.0,103.0,150.0,1.0,2.0
82.0,158.0,128.0,42.0,124.0,158.0,1.0,2.0
85.0,150.0,127.0,41.0,111.0,150.0,1.0,2.0
87.0,151.0,127.0,41.0,108.0,151.0,1.0,2.0
82.0,146.0,121.0,42.0,112.0,146.0,1.0,2.0
81.0,157.0,129.0,41.0,123.0,157.0,1.0,2.0
76.0,141.0,120.0,40.0,116.0,141.0,1.0,2.0
81.0,147.0,125.0,40.0,115.0,147.0,1.0,2.0
86.0,151.0,126.0,41.0,112.0,151.0,1.0,2.0
86.0,152.0,125.0,43.0,111.0,152.0,1.0,2.0
94.0,161.0,138.0,40.0,106.0,161.0,1.0,2.0
72.0,147.0,138.0,34.0,131.0,148.0,1.0,2.0
84.0,152.0,131.0,39.0,115.0,152.0,1.0,2.0
86.0,155.0,132.0,40.0,115.0,155.0,1.0,2.0
81.0,153.0,128.0,41.0,120.0,153.0,1.0,2.0
77.0,147.0,122.0,41.0,121.0,147.0,1.0,2.0
84.0,155.0,131.0,40.0,118.0,155.0,1.0,2.0
77.0,138.0,114.0,42.0,111.0,138.0,1.0,2.0
82.0,147.0,123.0,41.0,113.0,147.0,1.0,2.0
73.0,140.0,112.0,43.0,122.0,140.0,1.0,2.0
77.0,143.0,118.0,41.0,117.0,143.0,1.0,2.0
81.0,137.0,115.0,42.0,105.0,137.0,1.0,2.0
73.0,137.0,112.0,42.0,121.0,137.0,1.0,2.0
76.0,143.0,118.0,41.0,119.0,143.0,1.0,2.0
80.0,139.0,118.0,41.0,111.0,139.0,1.0,2.0
80.5,152.0,129.0,40.0,120.0,152.0,1.0,2.0
79.5,141.0,117.0,42.0,113.0,141.0,1.0,2.0
80.0,138.5,116.0,42.0,107.0,138.5,1.0,2.0
77.0,155.0,129.0,40.0,130.0,155.0,1.0,2.0
83.0,147.0,124.0,41.0,113.0,147.0,1.0,2.0
71.0,142.0,110.5,43.0,127.0,142.0,1.0,2.0
77.0,139.0,113.0,42.0,114.0,139.0,1.0,2.0
79.0,142.0,117.0,42.0,112.0,142.0,1.0,2.0
75.0,137.0,110.0,43.0,115.0,137.0,1.0,2.0
74.0,131.0,107.0,43.0,110.5,131.0,1.0,2.0
76.0,143.0,116.0,42.0,120.0,143.0,1.0,2.0
75.5,144.0,114.0,43.0,121.0,144.0,1.0,2.0
90.0,154.0,134.0,39.0,108.0,154.0,1.0,2.0
84.0,150.0,126.0,41.0,111.0,150.0,1.0,2.0
78.0,144.0,119.0,42.0,118.0,144.0,1.0,2.0
76.0,145.0,118.0,42.0,121.0,145.0,1.0,2.0
83.0,148.0,125.0,41.0,112.0,148.0,1.0,2.0
74.0,145.0,118.0,42.0,125.0,145.0,1.0,2.0
75.0,148.0,117.0,42.0,126.0,148.0,1.0,2.0
75.0,142.0,113.0,43.0,120.0,142.0,1.0,2.0
75.0,139.0,114.0,42.0,117.0,139.0,1.0,2.0
79.0,147.0,120.0,42.0,119.0,147.0,1.0,2.0
85.0,164.0,132.0,42.0,123.0,164.0,1.0,2.0
75.0,149.0,118.0,42.0,127.0,149.0,1.0,2.0
85.0,156.0,127.0,42.0,116.0,156.0,1.0,2.0
80.5,148.0,119.0,43.0,116.0,148.0,1.0,2.0
69.5,144.0,112.0,43.0,132.0,144.0,1.0,2.0
77.0,148.0,118.0,43.0,124.0,148.0,1.0,2.0
77.0,140.0,110.0,44.0,115.0,140.0,1.0,2.0
75.0,147.0,117.0,42.0,125.0,147.0,1.0,2.0
73.0,149.5,116.5,43.0,131.0,149.5,1.0,2.0
77.0,156.0,124.0,42.0,129.0,156.0,1.0,2.0
87.0,156.0,127.5,43.0,113.0,156.0,1.0,2.0
78.0,141.0,119.0,41.0,114.0,141.0,1.0,2.0
80.5,144.0,122.0,40.0,112.0,144.0,1.0,2.0
80.0,145.0,121.0,41.0,114.0,145.0,1.0,2.0
79.0,141.0,119.0,41.0,113.0,141.0,1.0,2.0
76.0,139.0,117.0,41.0,115.0,139.0,1.0,2.0
87.0,149.0,127.0,41.0,107.0,149.0,1.0,2.0
77.0,145.0,124.0,40.0,120.0,145.0,1.0,2.0
75.0,133.0,114.0,40.0,111.0,133.0,1.0,2.0
80.0,139.0,120.0,40.0,108.0,139.0,1.0,2.0
75.0,132.0,112.0,40.0,112.0,132.0,1.0,2.0
81.0,141.0,118.0,41.0,109.0,141.0,1.0,2.0
73.5,142.0,116.0,41.0,123.0,142.0,1.0,2.0
75.0,141.0,116.0,41.0,119.0,141.0,1.0,2.0
74.0,136.0,111.0,42.0,117.0,136.0,1.0,2.0
76.0,139.0,116.0,41.0,116.0,139.0,1.0,2.0
76.0,145.0,120.0,41.0,123.0,145.0,1.0,2.0
72.0,143.0,115.0,42.0,127.0,143.0,1.0,2.0
75.0,150.0,125.0,40.0,127.0,150.0,1.0,2.0
72.0,156.0,134.0,38.0,139.0,156.0,1.0,2.0
74.0,142.0,114.0,42.0,123.0,142.0,1.0,2.0
79.0,140.0,116.0,42.0,111.0,140.0,1.0,2.0
78.0,151.0,124.0,41.0,125.5,151.0,1.0,2.0
88.0,159.0,134.0,41.0,115.0,159.0,1.0,2.0
81.0,152.0,125.0,41.0,120.0,152.0,1.0,2.0
89.0,168.0,142.0,40.0,120.0,168.0,1.0,2.0
81.0,153.0,126.0,41.0,122.0,153.0,1.0,2.0
83.0,152.0,123.0,43.0,117.0,152.0,1.0,2.0
85.0,155.0,128.0,42.0,116.0,155.0,1.0,2.0
84.0,154.0,126.0,42.0,117.0,154.0,1.0,2.0
82.0,141.0,118.0,42.0,108.0,141.0,1.0,2.0
84.0,152.0,131.0,39.0,115.0,152.0,1.0,2.0
78.0,142.0,118.0,41.0,116.0,142.0,1.0,2.0
80.0,152.0,125.0,42.0,120.0,152.0,1.0,2.0
78.0,140.0,121.0,39.0,111.0,140.0,1.0,2.0
79.0,145.0,117.0,42.0,116.0,145.0,1.0,2.0
76.0,145.0,120.0,41.0,122.0,145.0,1.0,2.0
75.0,149.0,138.0,35.0,127.0,149.0,1.0,2.0
78.0,153.0,121.0,43.0,126.0,153.0,1.0,2.0
83.0,157.0,124.0,43.0,120.0,157.0,1.0,2.0
79.0,162.0,130.0,42.0,132.0,162.0,1.0,2.0
85.0,161.0,127.0,43.0,120.0,161.0,1.0,2.0
87.0,170.0,136.0,42.0,125.0,170.0,1.0,2.0
84.0,157.0,124.0,43.0,120.0,157.0,1.0,2.0
76.0,163.0,133.0,41.0,138.0,163.0,1.0,2.0
81.0,156.0,122.0,43.0,123.0,156.0,1.0,2.0
79.0,148.0,115.0,45.0,120.0,148.0,1.0,2.0
94.0,173.0,140.0,42.0,115.0,173.0,1.0,2.0
91.0,168.0,141.0,41.0,116.0,168.0,1.0,2.0
85.0,154.0,123.0,43.0,115.0,154.0,1.0,2.0
88.0,156.0,126.0,43.0,111.0,156.0,1.0,2.0
85.0,151.0,127.0,41.0,112.0,151.0,1.0,2.0
92.0,156.0,127.0,43.0,104.0,156.0,1.0,2.0
88.0,156.0,129.0,42.0,111.0,156.0,1.0,2.0
54.0,105.0,98.0,34.0,125.0,106.0,1.0,2.0
81.0,147.0,116.0,44.0,116.0,147.0,1.0,2.0
95.0,166.0,136.0,43.0,109.0,166.0,1.0,2.0
80.0,146.0,114.0,44.0,115.0,146.0,1.0,2.0
84.0,161.0,129.0,42.0,123.0,161.0,1.0,2.0
93.0,169.0,136.0,43.0,114.0,169.0,1.0,2.0
86.0,160.0,128.0,43.0,119.0,160.0,1.0,2.0
91.0,164.0,133.0,43.0,113.0,164.0,1.0,2.0
86.0,158.0,132.0,41.0,115.0,158.0,1.0,2.0
85.5,161.0,130.0,42.0,120.0,161.0,1.0,2.0
93.0,161.0,135.0,41.0,108.0,161.0,1.0,2.0
88.0,158.0,129.0,43.0,113.0,158.0,1.0,2.0
99.0,176.0,148.0,41.0,112.0,176.0,1.0,2.0
92.0,170.0,140.0,42.0,117.0,170.0,1.0,2.0
89.0,170.0,141.0,41.0,123.0,170.0,1.0,2.0
95.0,162.0,135.0,41.0,107.0,162.0,1.0,2.0
105.0,182.0,156.0,40.0,110.0,182.0,1.0,2.0
97.0,170.0,144.0,40.0,111.0,170.0,1.0,2.0
93.0,176.0,146.0,41.0,121.0,176.0,1.0,2.0
81.0,162.0,134.0,40.0,127.0,162.0,1.0,2.0
87.0,161.0,128.0,43.0,118.0,161.0,1.0,2.0
96.0,166.0,137.0,42.0,109.0,166.0,1.0,2.0
94.0,165.0,134.0,43.0,109.0,165.0,1.0,2.0
86.0,155.0,124.0,43.0,113.0,155.0,1.0,2.0
91.0,158.0,129.0,43.0,110.0,158.0,1.0,2.0
84.0,156.0,124.0,43.0,118.0,156.0,1.0,2.0
88.0,160.0,132.0,42.0,115.0,160.0,1.0,2.0
90.0,167.0,138.0,42.0,118.0,167.0,1.0,2.0
91.0,164.0,133.0,43.0,115.0,164.0,1.0,2.0
89.0,164.0,137.0,41.0,118.0,164.0,1.0,2.0
88.0,156.0,126.0,43.0,111.0,156.0,1.0,2.0
83.5,159.0,129.0,42.0,121.0,159.0,1.0,2.0
88.0,169.0,140.0,41.0,121.0,169.0,1.0,2.0
91.0,162.0,132.0,43.0,113.0,162.0,1.0,2.0
83.0,156.0,127.5,41.0,120.0,156.0,1.0,2.0
88.0,159.0,131.0,42.0,112.0,159.0,1.0,2.0
90.0,163.0,130.0,44.0,113.0,163.0,1.0,2.0
86.0,165.0,138.0,40.0,124.0,165.0,1.0,2.0
87.0,161.0,131.0,43.0,117.5,161.0,1.0,2.0
93.0,163.0,132.0,43.0,110.0,163.0,1.0,2.0
88.0,162.0,131.0,43.0,115.0,162.0,1.0,2.0
101.0,165.0,137.0,44.0,99.0,165.0,1.0,2.0
77.0,144.0,113.0,44.0,118.0,144.0,1.0,2.0
77.0,146.0,114.0,44.0,121.0,146.0,1.0,2.0
81.0,163.0,127.0,43.0,128.0,163.0,1.0,2.0
88.0,164.0,131.0,43.0,119.0,164.0,1.0,2.0
93.0,172.0,140.0,42.0,117.0,172.0,1.0,2.0
84.0,165.0,129.0,43.0,125.0,165.0,1.0,2.0
83.0,162.0,128.0,43.0,124.0,162.0,1.0,2.0
80.0,160.0,127.5,42.0,128.0,160.0,1.0,2.0
81.5,157.0,123.0,43.0,124.0,157.0,1.0,2.0
90.0,171.0,138.0,42.0,121.0,171.0,1.0,2.0
89.0,173.0,139.0,42.0,123.0,173.0,1.0,2.0
89.0,146.0,115.0,46.0,99.0,146.0,1.0,2.0
92.0,156.0,127.0,43.0,106.0,156.0,1.0,2.0
98.0,154.0,123.0,46.0,93.0,154.0,1.0,2.0
88.0,148.0,117.0,46.0,104.0,148.0,1.0,2.0
92.0,151.0,120.0,46.0,99.0,151.0,1.0,2.0
90.0,156.0,136.0,39.0,109.0,156.0,1.0,2.0
81.0,148.0,126.0,40.0,115.0,148.0,1.0,2.0
86.0,149.0,124.0,42.0,107.0,149.0,1.0,2.0
80.0,156.5,129.0,41.0,125.0,156.5,1.0,2.0
85.0,156.0,132.0,40.0,116.0,156.0,1.0,2.0
85.0,163.0,138.5,39.0,123.0,163.0,1.0,2.0
82.0,148.0,125.0,41.0,113.5,148.0,1.0,2.0
83.0,155.0,129.0,41.0,118.0,155.0,1.0,2.0
84.0,155.0,133.0,40.0,118.0,155.0,1.0,2.0
73.0,136.0,115.0,40.0,119.0,136.0,1.0,2.0
83.0,162.0,138.0,40.0,125.0,162.0,1.0,2.0
75.0,149.0,120.0,42.0,127.0,149.0,1.0,2.0
77.0,144.0,123.0,40.0,118.0,144.0,1.0,2.0
84.0,156.0,126.0,43.0,117.0,156.0,1.0,2.0
95.0,156.0,129.0,43.0,101.0,156.0,1.0,2.0
82.0,154.0,122.0,43.0,120.0,154.0,1.0,2.0
90.0,165.0,135.0,42.0,116.0,165.0,1.0,2.0
81.0,150.0,122.0,43.0,117.0,150.0,1.0,2.0
85.0,149.0,122.0,43.0,110.0,149.0,1.0,2.0
92.0,160.0,129.0,43.0,110.0,160.0,1.0,2.0
80.0,161.0,129.0,42.0,129.0,161.0,1.0,2.0
85.0,159.0,127.0,43.0,119.0,159.0,1.0,2.0
86.0,150.0,121.0,44.0,108.0,150.0,1.0,2.0
93.0,160.0,130.0,44.0,106.0,160.0,1.0,2.0
55.0,113.0,97.0,41.0,131.0,113.0,1.0,2.0
88.0,158.0,129.0,42.0,113.0,158.0,1.0,2.0
85.0,155.0,122.0,44.0,115.5,155.0,1.0,2.0
86.0,159.0,125.0,44.0,117.0,159.0,1.0,2.0
71.0,153.0,116.0,44.0,138.0,153.0,1.0,2.0
87.0,154.0,122.0,44.0,111.0,154.0,1.0,2.0
87.0,161.0,131.0,42.0,118.0,161.0,1.0,2.0
82.0,150.0,114.0,46.0,117.0,150.0,1.0,2.0
83.0,155.0,124.0,43.0,118.0,155.0,1.0,2.0
81.0,148.0,112.0,46.0,116.0,148.0,1.0,2.0
85.0,157.0,122.0,44.0,117.0,157.0,1.0,2.0
84.0,154.0,122.5,44.0,117.0,154.0,1.0,2.0
78.0,158.0,125.0,43.0,131.0,158.0,1.0,2.0
90.0,156.0,127.0,43.0,109.0,156.0,1.0,2.0
79.0,157.5,122.0,44.0,127.0,157.5,1.0,2.0
98.0,165.0,135.0,44.0,103.0,165.0,1.0,2.0
89.0,154.0,120.0,45.0,108.0,154.0,1.0,2.0
93.0,166.0,129.0,45.0,112.0,166.0,1.0,2.0
94.0,155.0,125.0,45.0,101.0,155.0,1.0,2.0
93.0,152.0,124.0,44.0,100.0,152.0,1.0,2.0
84.0,155.0,121.0,44.0,115.0,155.0,1.0,2.0
83.0,150.5,119.0,44.0,115.0,150.5,1.0,2.0
78.0,133.0,105.0,45.0,106.0,133.0,1.0,2.0
81.0,145.0,114.0,44.0,113.0,145.0,1.0,2.0
98.0,166.0,134.0,44.0,106.0,166.0,1.0,2.0
82.0,146.0,116.0,43.0,110.0,146.0,1.0,2.0
93.0,158.0,127.0,44.0,104.0,158.0,1.0,2.0
102.0,175.0,159.0,38.0,106.0,175.0,1.0,2.0
91.0,160.0,127.0,44.0,110.0,160.0,1.0,2.0
86.0,157.0,123.0,44.0,115.0,157.0,1.0,2.0
70.0,141.5,109.0,43.0,129.0,141.5,1.0,2.0
94.0,159.0,126.0,46.0,103.0,159.0,1.0,2.0
78.0,141.0,116.0,42.0,114.0,141.0,1.0,2.0
86.0,163.0,127.0,44.0,121.0,163.0,1.0,2.0
77.0,145.0,111.0,45.0,120.0,145.0,1.0,2.0
87.0,156.0,122.0,45.0,112.0,156.0,1.0,2.0
80.0,155.5,140.0,36.0,122.0,155.5,1.0,2.0
84.0,165.0,147.0,37.0,125.0,165.0,1.0,2.0
89.0,171.0,158.0,35.0,123.0,171.0,1.0,2.0
89.0,167.0,154.5,35.0,119.0,167.0,1.0,2.0
79.0,151.0,137.0,35.0,122.0,151.0,1.0,2.0
86.0,158.0,142.5,36.0,117.5,158.0,1.0,2.0
91.0,170.0,147.0,38.0,118.0,170.0,1.0,2.0
77.0,152.0,129.0,39.0,126.0,152.0,1.0,2.0
82.0,155.0,133.5,39.0,121.0,155.0,1.0,2.0
80.0,152.0,137.0,36.0,121.0,152.0,1.0,2.0
78.0,152.0,135.0,37.0,124.0,152.0,1.0,2.0
79.0,153.0,135.0,37.0,122.0,153.0,1.0,2.0
85.0,162.0,145.0,36.0,121.0,162.0,1.0,2.0
91.0,169.0,147.0,39.0,118.0,169.0,1.0,2.0
88.0,168.0,150.0,37.0,122.0,168.0,1.0,2.0
86.0,162.0,143.5,38.0,119.0,162.0,1.0,2.0
104.0,185.0,173.0,34.0,111.0,185.0,1.0,2.0
82.0,162.0,144.0,37.0,127.0,162.0,1.0,2.0
96.0,179.0,169.0,34.0,118.0,179.0,1.0,2.0
87.0,166.0,147.0,38.0,121.0,166.0,1.0,2.0
102.0,183.0,175.0,33.5,114.0,183.0,1.0,2.0
76.0,148.0,127.0,39.0,124.0,148.0,1.0,2.0
84.0,158.0,136.0,39.0,120.0,158.0,1.0,2.0
83.0,154.0,129.0,41.0,118.0,154.0,1.0,2.0
73.0,128.0,128.0,29.0,112.0,131.0,1.0,2.0
90.5,166.0,144.0,39.0,115.0,166.0,1.0,2.0
92.0,172.0,156.0,35.0,119.0,172.0,1.0,2.0
47.0,98.0,77.0,43.0,132.0,98.0,1.0,2.0
69.0,129.0,90.0,50.0,116.0,129.0,1.0,2.0
69.0,126.0,86.0,50.0,114.0,126.0,1.0,2.0
75.0,132.0,94.0,50.0,110.0,132.0,1.0,2.0
74.5,133.0,94.0,49.0,113.0,133.0,1.0,2.0
71.0,131.0,95.0,48.0,118.0,131.0,1.0,2.0
69.0,123.0,89.0,49.0,113.0,123.0,1.0,2.0
83.0,143.0,107.0,48.0,108.0,143.0,1.0,2.0
71.0,134.0,95.0,49.0,121.0,134.0,1.0,2.0
77.0,134.0,95.0,50.0,109.0,134.0,1.0,2.0
68.0,124.0,90.5,48.0,117.0,124.0,1.0,2.0
72.0,129.5,93.0,49.0,113.0,129.5,1.0,2.0
75.0,135.0,96.0,49.0,114.5,135.0,1.0,2.0
75.0,138.0,100.0,49.0,116.0,138.0,1.0,2.0
68.0,126.0,89.0,49.0,117.0,126.0,1.0,2.0
80.0,139.0,98.0,50.0,107.0,139.0,1.0,2.0
62.0,117.0,82.0,49.0,119.0,117.0,1.0,2.0
56.0,110.0,80.0,47.0,126.0,110.0,1.0,2.0
74.0,136.0,110.0,42.0,116.0,136.0,1.0,2.0
73.0,133.0,111.0,41.0,115.0,133.0,1.0,2.0
63.0,125.0,98.5,43.0,126.0,125.0,1.0,2.0
73.0,134.0,116.0,39.0,114.0,134.0,1.0,2.0
72.0,129.0,109.0,41.0,113.0,129.0,1.0,2.0
67.0,138.0,115.0,40.0,131.0,138.0,1.0,2.0
73.0,135.0,112.0,41.0,117.0,135.0,1.0,2.0
73.0,132.0,113.0,40.0,115.0,132.0,1.0,2.0
71.0,132.0,108.0,42.0,117.0,132.0,1.0,2.0
69.0,122.5,107.0,39.0,110.0,123.0,1.0,2.0
57.0,127.0,89.0,46.0,140.0,127.0,1.0,2.0
52.0,110.0,77.0,47.0,135.0,110.0,1.0,2.0
54.0,126.0,90.0,45.0,143.0,126.0,1.0,2.0
53.0,121.0,88.0,45.0,143.0,121.0,1.0,2.0
57.0,120.0,92.0,43.0,135.0,120.0,1.0,2.0
60.0,127.0,96.0,44.0,137.0,127.0,1.0,2.0
56.0,122.0,95.0,44.0,138.0,123.0,1.0,2.0
53.0,119.0,85.0,46.0,137.0,119.0,1.0,2.0
56.0,123.0,88.0,45.0,136.0,123.0,1.0,2.0
63.0,136.0,105.0,43.0,136.0,136.0,1.0,2.0
58.0,126.0,92.0,45.0,137.0,126.0,1.0,2.0
54.0,128.0,94.0,44.0,147.0,128.0,1.0,2.0
58.0,127.0,89.0,47.0,139.0,127.0,1.0,2.0
53.0,120.0,91.0,44.0,143.0,121.0,1.0,2.0
67.0,133.0,102.0,44.0,126.0,133.0,1.0,2.0
66.0,127.0,97.0,45.0,123.0,127.0,1.0,2.0
53.0,127.0,87.0,47.0,148.0,127.0,1.0,2.0
61.5,147.0,110.0,43.0,148.0,147.0,1.0,2.0
61.0,139.0,107.0,43.0,143.0,139.0,1.0,2.0
59.0,147.0,114.0,41.0,150.0,147.0,1.0,2.0
57.0,143.0,106.5,43.0,153.0,143.0,1.0,2.0
55.0,142.0,108.0,42.0,157.0,142.0,1.0,2.0
53.0,136.0,101.0,43.0,157.0,136.0,1.0,2.0
50.0,119.0,87.0,44.0,144.0,119.0,1.0,2.0
58.0,128.0,93.0,45.0,138.0,128.0,1.0,2.0
55.0,119.0,87.0,45.0,133.0,119.0,1.0,2.0
55.0,124.0,90.0,45.0,142.0,124.0,1.0,2.0
59.0,133.0,101.0,42.0,140.5,133.0,1.0,2.0
58.0,130.0,100.0,42.0,139.5,130.0,1.0,2.0
54.0,120.0,94.0,42.0,137.0,120.0,1.0,2.0
56.0,123.0,88.0,45.0,138.0,123.0,1.0,2.0
53.0,118.0,93.0,43.0,140.0,119.0,1.0,2.0
56.0,123.0,88.0,46.0,138.0,123.0,1.0,2.0
60.0,131.0,100.0,43.0,138.0,131.0,1.0,2.0
54.0,125.0,92.0,44.0,143.0,125.0,1.0,2.0
56.0,120.0,88.0,45.0,138.0,120.0,1.0,2.0
65.0,135.0,102.0,45.0,129.0,135.0,1.0,2.0
56.0,125.0,89.0,46.0,141.0,125.0,1.0,2.0
67.0,143.0,106.0,45.0,138.0,143.0,1.0,2.0
55.0,120.0,86.0,45.0,138.0,120.0,1.0,2.0
53.0,123.0,91.5,43.0,146.0,123.0,1.0,2.0
54.0,117.0,90.0,43.0,137.0,117.0,1.0,2.0
66.0,129.0,98.0,45.0,124.0,129.0,1.0,2.0
52.0,113.0,90.0,43.0,140.0,117.0,1.0,2.0
59.0,130.0,99.0,44.0,138.0,130.0,1.0,2.0
56.0,123.0,92.0,43.0,139.0,123.0,1.0,2.0
71.0,132.0,109.0,41.0,117.0,132.0,1.0,2.0
74.0,141.0,120.0,40.0,123.0,141.0,1.0,2.0
75.0,130.0,113.0,40.0,109.0,130.0,1.0,2.0
75.0,137.0,113.0,41.0,116.0,137.0,1.0,2.0
71.0,127.0,103.0,43.0,112.0,127.0,1.0,2.0
43.0,131.0,105.0,39.0,171.0,131.0,1.0,2.0
43.0,130.0,106.0,38.0,170.0,130.0,1.0,2.0
42.0,130.0,106.0,38.0,173.0,130.0,1.0,2.0
39.0,118.0,94.0,39.0,170.0,118.0,1.0,2.0
77.0,159.0,129.0,41.0,132.0,159.0,1.0,2.0
93.0,161.0,135.0,41.0,107.0,161.0,1.0,2.0
72.0,145.0,110.0,44.0,128.0,145.0,1.0,2.0
90.0,160.0,135.0,40.0,113.0,160.0,1.0,2.0
93.0,161.0,135.0,42.0,109.0,161.0,1.0,2.0
89.0,160.0,134.0,41.0,114.0,160.0,1.0,2.0
83.0,147.0,128.0,39.0,112.0,147.0,1.0,2.0
82.0,159.0,123.0,44.0,123.0,159.0,1.0,2.0
95.5,164.0,139.0,41.0,107.0,164.0,1.0,2.0
80.0,154.0,116.0,45.0,123.0,154.0,1.0,2.0
71.0,151.0,109.0,46.0,134.0,151.0,1.0,2.0
